,country_code,timezone,tenure,first_activity_dt,last_activity_dt,num_sessions,game_level_tries,in_game_powers,powers_successfully_applied,near_win_attempts,player_id,session_duration
8055,FR,GMT+08:00,74,2023-02-06,2023-02-06,52.0,653.0,61.0,147.0,130.0,pgufjdwtyqslldoundtxrentx,80
8056,FR,GMT+08:00,74,2023-02-06,2023-02-06,89.0,,125.0,,161.0,dlxpjjcqpqemfpdhkuayiuwxz,74
8057,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,65.0,,,eyggqmnwubqdjmkoupawftvvj,70
8058,FR,GMT+08:00,74,2023-02-06,2023-02-06,,50.0,0.0,98.0,73.0,rvfvbhdfmhkgbgwscsvwoczql,83
8059,FR,GMT+08:00,74,2023-02-06,2023-02-06,103.0,132.0,,,,hqspxyshokswnuyueagtfudil,66
8060,FR,GMT+08:00,74,2023-02-06,2023-02-06,,1104.0,13.0,,,zluprglqglkujizfdjhtmlrya,80
8061,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,136.0,143.0,dkgdfielliccvzahjpbnezjip,74
8062,FR,GMT+08:00,74,2023-02-06,2023-02-06,26.0,,,,52.0,praynmzkhrsbcsuyzwxvdsapc,68
8063,FR,GMT+08:00,74,2023-02-06,2023-02-06,,69.0,190.0,,,xivsilbcmiuuuqziglajkasoy,65
8064,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,55.0,177.0,77.0,iazvqdahyjraofnkkdysyodnn,72
8065,FR,GMT+08:00,74,2023-02-06,2023-02-06,81.0,509.0,349.0,,16.0,uvhrkaldxshentlargirntlfx,71
8066,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,223.0,18.0,,hdeysqeppgvlkfegqaaihxrwv,72
8067,FR,GMT+08:00,74,2023-02-06,2023-02-06,1.0,,107.0,177.0,,grqveoxidnehktdmjxxmcoulj,67
8068,FR,GMT+08:00,74,2023-02-06,2023-02-06,56.0,,69.0,,66.0,rilklwwizfpoekoxuckpfklfy,75
8069,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,23.0,,115.0,vbxvobvpkxtllskrmwojfqwze,94
8070,FR,GMT+08:00,74,2023-02-06,2023-02-06,81.0,,12.0,5.0,,llfjmkabffpnvpzdvbdixouxe,74
8071,FR,GMT+08:00,74,2023-02-06,2023-02-06,,196.0,,,,pkaaefqwmbfgpmxozykmdjszr,75
8072,FR,GMT+08:00,74,2023-02-06,2023-02-06,27.0,716.0,51.0,,143.0,veezcolxgspwugdiqvidyszll,81
8073,FR,GMT+08:00,74,2023-02-06,2023-02-06,,327.0,,,,uxtovsrixwichrdwhbajhmvws,80
8074,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,,,umhjsmcvvwgxekybybdqokqez,78
8075,FR,GMT+08:00,74,2023-02-06,2023-02-06,49.0,20.0,85.0,46.0,82.0,igfrvliondqnylegafwtsvieu,80
8076,FR,GMT+08:00,74,2023-02-06,2023-02-06,,187.0,,45.0,,vimffkvlyvyiryieefvfezeri,65
8077,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,0.0,32.0,dkriijqeptmbcjbtwmokwgoox,65
8078,FR,GMT+08:00,74,2023-02-06,2023-02-06,,179.0,3.0,76.0,138.0,mslpkzxndczzqombuqlpzrelf,75
8079,FR,GMT+08:00,74,2023-02-06,2023-02-06,,12.0,60.0,,27.0,vdttifcfdylxvtwitablgdghi,99
8080,FR,GMT+08:00,74,2023-02-06,2023-02-06,73.0,94.0,,10.0,37.0,gzuuracptmydlyjceyujnhfhm,85
8081,FR,GMT+08:00,74,2023-02-06,2023-02-06,,60.0,89.0,,,xgebildevkwtmzwbanhuwbiob,66
8082,FR,GMT+08:00,74,2023-02-06,2023-02-06,71.0,234.0,,1.0,,ywuackfttbgancrpulucyhmlk,68
8083,FR,GMT+08:00,74,2023-02-06,2023-02-06,37.0,515.0,,82.0,,yvwzuvauscktmigbhqxcsdaej,65
8084,FR,GMT+08:00,74,2023-02-06,2023-02-06,135.0,57.0,,,18.0,ceczwtpkauxrkihtavjjyjuzy,83
8085,FR,GMT+08:00,74,2023-02-06,2023-02-06,1.0,,,81.0,,djvcolqaksnwyxvvequcyvyfy,81
8086,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,36.0,57.0,61.0,lztqukakxnzexajydvtsbaycf,77
8087,FR,GMT+08:00,74,2023-02-06,2023-02-06,,1633.0,,647.0,17.0,yxpstcyavivapmxvxvivlvqcn,79
8088,FR,GMT+08:00,74,2023-02-06,2023-02-06,210.0,,,,127.0,tgykknmtualnslmvhhkkrbdyr,55
8089,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,47.0,41.0,70.0,voomqmeyvmfjyznfuroitbqho,74
8090,FR,GMT+08:00,74,2023-02-06,2023-02-06,,14.0,159.0,,61.0,jpxiajfnafhgnjayuyxvsnujr,68
8091,FR,GMT+08:00,74,2023-02-06,2023-02-06,,100.0,304.0,63.0,10.0,alecnvokscdxzewibprtzwzrw,89
8092,FR,GMT+08:00,74,2023-02-06,2023-02-06,98.0,417.0,,116.0,329.0,ihvyqxzlqcpcomzlgtbgvzoow,78
8093,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,102.0,,,rvfvbhdfmhkgbgwscsvwoczql,70
8094,FR,GMT+08:00,74,2023-02-06,2023-02-06,104.0,22.0,,,,idpqlznjyhyhfhbvkimkuspvu,85
8095,FR,GMT+08:00,74,2023-02-06,2023-02-06,29.0,,,135.0,,jhkhadfjlrepqfystrvxfxdlb,75
8096,FR,GMT+08:00,74,2023-02-06,2023-02-06,21.0,,349.0,193.0,91.0,jjnhyjnparinpntvznscwlhxj,77
8097,FR,GMT+08:00,74,2023-02-06,2023-02-06,202.0,,52.0,50.0,,rewmdqvlpslyoueusmglvjhot,81
8098,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,77.0,,rzbauetzkgjhurgzikgfeqqyf,107
8099,FR,GMT+08:00,74,2023-02-06,2023-02-06,40.0,275.0,41.0,,,reytmyuklowtvlwugehvuryiy,77
8100,FR,GMT+08:00,74,2023-02-06,2023-02-06,13.0,88.0,98.0,,,cjgzmshkcqvfiqzqtllwvfpck,76
8101,FR,GMT+08:00,74,2023-02-06,2023-02-06,,27.0,,,,cziuyptmifkcvwfuorxxfqrnc,67
8102,FR,GMT+08:00,74,2023-02-06,2023-02-06,3.0,,349.0,104.0,220.0,cadeuaklaueyabczvsybghcct,74
8103,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,105.0,56.0,,tjbvhlphpdmyfcpwszgwmynuq,66
8104,FR,GMT+08:00,74,2023-02-06,2023-02-06,117.0,119.0,45.0,,52.0,agjmtzqfjsdrsqkvrhhxphkew,86
8105,FR,GMT+08:00,74,2023-02-06,2023-02-06,10.0,,,,3.0,ybkchjzamertldprpkjbsjcvj,73
8106,FR,GMT+08:00,74,2023-02-06,2023-02-06,3.0,92.0,226.0,,,ephmumwmjqabvijrbjgwvsqyb,83
8107,FR,GMT+08:00,74,2023-02-06,2023-02-06,60.0,1104.0,,,75.0,wprjzosinnjihqouqtzplvmul,66
8108,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,597.0,91.0,130.0,yfgykudgbytrrcambxlhevrde,71
8109,FR,GMT+08:00,74,2023-02-06,2023-02-06,36.0,,,,,bwcsbrlwqrnermfoosjphbzun,75
8110,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,,127.0,xyimzohaysyzxfmbbtupbdior,72
8111,FR,GMT+08:00,74,2023-02-06,2023-02-06,50.0,,114.0,,,smwdjvseaxmmtlyxbakfnmjnw,75
8112,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,600.0,37.0,18.0,iccqobyrznmgnwxprvdknvvni,80
8113,FR,GMT+08:00,74,2023-02-06,2023-02-06,,3.0,241.0,534.0,,jjdjlycuoonjzoxizhzqlzvat,72
8114,FR,GMT+08:00,74,2023-02-06,2023-02-06,,55.0,22.0,7.0,,pfnmnqherhhiqmddlipibeqxp,62
8115,FR,GMT+08:00,74,2023-02-06,2023-02-06,,101.0,245.0,122.0,34.0,azjbfvodpirvxljqfmrssnjyx,76
8116,FR,GMT+08:00,74,2023-02-06,2023-02-06,36.0,,,,,wqcwjsjzcqigsgqmnxebocrnn,67
8117,FR,GMT+08:00,74,2023-02-06,2023-02-06,15.0,100.0,158.0,84.0,,zixqtivyzflikoikogftlwqnd,74
8118,FR,GMT+08:00,74,2023-02-06,2023-02-06,,42.0,,76.0,107.0,tzldjrwrdslbkeoqxxtfsofmk,71
8119,FR,GMT+08:00,74,2023-02-06,2023-02-06,,59.0,153.0,,286.0,ofrkdegwnamtgfbewfutquqqp,91
8120,FR,GMT+08:00,74,2023-02-06,2023-02-06,,16.0,,,,tgrikyyilbfismbpmascgcpyq,72
8121,FR,GMT+08:00,74,2023-02-06,2023-02-06,17.0,,,,,inkcemqzxuzhfsjtuzrydvdua,64
8122,FR,GMT+08:00,74,2023-02-06,2023-02-06,,20.0,145.0,412.0,96.0,kygvsulemnynsynzapxxjceen,71
8123,FR,GMT+08:00,74,2023-02-06,2023-02-06,104.0,,31.0,72.0,,uqcruvzvqwufqlziqbjuuygno,69
8124,FR,GMT+08:00,74,2023-02-06,2023-02-06,45.0,395.0,,,81.0,plbovcooopppzojwvvjlowfrf,69
8125,FR,GMT+08:00,74,2023-02-06,2023-02-06,32.0,,46.0,,,qrfmmrsslkgdislbzooyygujw,72
8126,FR,GMT+08:00,74,2023-02-06,2023-02-06,7.0,752.0,491.0,190.0,,tkkjajyipplyusbonnnxskkmq,72
8127,FR,GMT+08:00,74,2023-02-06,2023-02-06,179.0,145.0,,228.0,72.0,cmmhysabkuiwtdlwiphwjzaai,68
8128,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,23.0,0.0,mcdejyrberiwphzbgojmmqrav,66
8129,FR,GMT+08:00,74,2023-02-06,2023-02-06,,175.0,,,,nxmiafnkcgjricqskdrlmmcsb,77
8130,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,140.0,6.0,,aerflrrkqblfqlqeulrkynnks,79
8131,FR,GMT+08:00,74,2023-02-06,2023-02-06,,612.0,,39.0,,qetkuoqgncahsvrifutnfhode,69
8132,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,,143.0,nmrausxswwrmtzlaquzbjdgcc,73
8133,FR,GMT+08:00,74,2023-02-06,2023-02-06,,159.0,,69.0,,cvwgfjpdseaxndlabnwmudywu,83
8134,FR,GMT+08:00,74,2023-02-06,2023-02-06,303.0,,1404.0,13.0,,cxdosqxkhzppsevuusausnize,67
8135,FR,GMT+08:00,74,2023-02-06,2023-02-06,98.0,,,,,pccseljzgregexcheofoktidd,87
8136,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,,256.0,sijuxnwimhwdgqqgakjwehtrh,70
8137,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,,138.0,xxjfzqwviylcrkpmkorrzhdau,76
8138,FR,GMT+08:00,74,2023-02-06,2023-02-06,179.0,228.0,,,112.0,vnunjxwqsvgbyqpwcgjdfuchu,81
8139,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,78.0,,51.0,limwjgnugafdmdbtlvfwrgyix,79
8140,FR,GMT+08:00,74,2023-02-06,2023-02-06,135.0,66.0,,183.0,,dlchjebsefgkcyylnmnokbcyn,68
8141,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,1404.0,,210.0,tzsotzuovrxeqruhaexlugylb,60
8142,FR,GMT+08:00,74,2023-02-06,2023-02-06,25.0,196.0,76.0,178.0,,cdnqwlmxpajnlghzesfuiathn,68
8143,FR,GMT+08:00,74,2023-02-06,2023-02-06,,44.0,7.0,40.0,,irsmkwkvivhkcetjfnyjvqhdz,70
8144,FR,GMT+08:00,74,2023-02-06,2023-02-06,281.0,,200.0,,130.0,fhnwdomftkgujeqydganmnhol,76
8145,FR,GMT+08:00,74,2023-02-06,2023-02-06,130.0,422.0,,,104.0,ajqqtcapogurbcwrcszuyusoj,70
8146,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,84.0,76.0,cpjbsxfuyupzirobwdcahqown,84
8147,FR,GMT+08:00,74,2023-02-06,2023-02-06,224.0,,,,386.0,meqsgotquzxujvlikfavggyxc,69
8148,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,9.0,,,dlhvpiuaegvthvjykimadwosi,69
8149,FR,GMT+08:00,74,2023-02-06,2023-02-06,39.0,,,85.0,590.0,oogfjlqpyimilarvpoyjuvtvm,97
8150,FR,GMT+08:00,74,2023-02-06,2023-02-06,,12.0,294.0,,51.0,pwbpwxvzifkhrbapphludlaam,60
8151,FR,GMT+08:00,74,2023-02-06,2023-02-06,92.0,,,,,twsvseccuprisbocelykmofky,73
8152,FR,GMT+08:00,74,2023-02-06,2023-02-06,,384.0,34.0,,,pofaekrgbiyhnrgnrybneaacf,57
8153,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,260.0,57.0,hbjnsqhriapfkbnlsncgkuoai,67
8154,FR,GMT+08:00,74,2023-02-06,2023-02-06,23.0,24.0,,,,ctzqnvggmdfguukmuyvnlsjex,76
8155,FR,GMT+08:00,74,2023-02-06,2023-02-06,142.0,,,58.0,,sojngnwfrmkcdkvpstvhdonpp,80
8156,FR,GMT+08:00,74,2023-02-06,2023-02-06,,63.0,,,97.0,ofihuxdbwxqlpnstbqzgorbny,81
8157,FR,GMT+08:00,74,2023-02-06,2023-02-06,,626.0,,,,fmppqfoztroykriddesfpivqv,71
8158,FR,GMT+08:00,74,2023-02-06,2023-02-06,88.0,,,,,romednwxldppvgmjiwpxykcvp,67
8159,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,50.0,,ljpebxtoetcpnanjgheeaxnmd,86
8160,FR,GMT+08:00,74,2023-02-06,2023-02-06,281.0,,,,,ygwmspapkejcinbdxgbqrpfuy,71
8161,FR,GMT+08:00,74,2023-02-06,2023-02-06,,,,,112.0,dndzrrlimtttmtecfjkmdbabz,74
8162,FR,GMT+08:00,74,2023-02-06,2023-02-06,46.0,,160.0,,69.0,oxvhvuvvtiwyuktoujlutuljw,65
8163,DE,GMT+02:00,500,2021-12-07,2023-04-21,119.0,,,112.0,,agjmtzqfjsdrsqkvrhhxphkew,83
8164,GB,Europe/London,2068,2017-08-22,2023-04-16,,616.0,,42.0,24.0,thneoerhkirxrcmjyrblfqasl,75
8165,GB,GMT+00:00,237,2022-08-27,2023-03-14,,,250.0,12.0,19.0,zwqlingazhslivgztvualuntg,64
8166,DE,GMT+02:00,147,2022-11-25,2023-04-21,14.0,,,21.0,161.0,lztqukakxnzexajydvtsbaycf,82
8167,GB,GMT+08:00,103,2023-01-08,2023-01-21,,233.0,45.0,228.0,255.0,isiiyqyycdrherbyyxkfzisby,70
8168,US,GMT+05:00,24,2023-03-28,2023-03-28,18.0,,10.0,,,mndtipuhqtpzvrytlmbrsztpl,84
8169,GB,GMT+00:00,87,2023-01-24,2023-03-16,19.0,129.0,63.0,26.0,18.0,spwzacwvvigzyaffdbuvbyujl,68
8170,US,Asia/Bahrain,921,2020-10-12,2023-03-06,,,105.0,35.0,56.0,azdebqagjrukoyeuevcmbvzin,76
8171,GB,GMT+01:00,1787,2018-05-30,2023-04-21,,171.0,,162.0,9.0,vjpfinphxodqycnhstgsusoav,78
8172,US,GMT-05:00,57,2023-02-23,2023-02-23,,19.0,,43.0,123.0,meqsgotquzxujvlikfavggyxc,52
8173,US,GMT-05:00,68,2023-02-12,2023-02-12,37.0,,,,120.0,jczwvcnzxrmzzybotrbbdchlj,66
8174,US,GMT-03:00,131,2022-12-11,2023-04-12,,435.0,166.0,,,olgyodmbywqtyoktmfbdqiuzh,79
8175,ES,GMT-05:00,36,2023-03-16,2023-04-21,44.0,588.0,178.0,69.0,150.0,oxbizfwyaqbbqzqwyprjkbmdb,78
8176,US,GMT-06:00,34,2023-03-18,2023-03-18,,70.0,,,55.0,cflkihbjeglsutqxfqnpugkuc,69
8177,US,GMT-08:00,75,2023-02-05,2023-02-11,36.0,,39.0,,19.0,bgtouykypwuqudbjdocaiurll,66
8178,GB,GMT+01:00,77,2023-02-03,2023-02-03,,,92.0,44.0,,diucddacudlsclkdrwntnphzv,68
8179,US,America/Los_Angeles,1366,2019-07-25,2023-04-19,281.0,384.0,22.0,,1.0,oscayitthynejhrrobczgbqvv,78
8180,US,GMT-04:00,88,2023-01-23,2023-01-23,30.0,88.0,,,210.0,qrfmmrsslkgdislbzooyygujw,79
8181,FR,Europe/Paris,486,2021-12-21,2023-04-21,,,,1.0,112.0,ufdntrjrypmzaoueqxuwqiofj,75
8182,US,GMT-03:00,38,2023-03-14,2023-03-14,,650.0,,,,qkznpwrjzsbzjphxtxelpfvwi,68
8183,US,GMT-04:00,517,2021-11-20,2023-04-20,1.0,275.0,,,21.0,wnvyjlwudkmznynpifiscdsnf,73
8184,GB,GMT+01:00,918,2020-10-15,2023-03-28,,,,2.0,56.0,jutrsplnpmakwxbseuhbwxjur,75
8185,IT,Europe/Rome,2290,2017-01-12,2023-03-28,8.0,402.0,,,4.0,qtmwlzbexpzygabrazyfgssqk,76
8186,US,GMT-05:00,661,2021-06-29,2023-03-25,,,565.0,51.0,96.0,usaejsrxafmsscxiagsvmnine,69
8187,ES,Europe/Madrid,2343,2016-11-20,2023-03-19,4.0,,,14.0,,rntsmfvcupshdrbcascwxuush,80
8188,US,GMT-06:00,7,2023-04-14,2023-04-14,,,84.0,81.0,,qeyuqsldzhxiehptgleumvpmv,81
8189,DE,GMT+01:00,2288,2017-01-14,2023-03-17,33.0,,,,,etylspbsnwaqttxwuboltwgst,77
8190,US,GMT-04:00,1400,2019-06-21,2023-04-21,65.0,261.0,,,76.0,bscjibewewlypughuuvlerwde,71
8191,US,GMT-03:00,36,2023-03-16,2023-03-24,10.0,22.0,4.0,1.0,2.0,umluszsbznaqeyohgjyoeqouu,63
8192,US,GMT-03:00,21,2023-03-31,2023-03-31,,,,,,rkpescvniacdedjqysgetmddo,81
8193,US,America/Costa_Rica,141,2022-12-01,2023-04-20,,342.0,71.0,178.0,0.0,xuogqoxwjfjthuwephxktoalc,71
8194,GB,GMT+05:30,371,2022-04-15,2023-04-04,40.0,,,,122.0,jzaogxmuxuzpocvzuicdoqkes,71
8195,US,GMT-06:00,49,2023-03-03,2023-03-03,19.0,42.0,15.0,5.0,10.0,gdmpnxrjndbqtxcwjyacauspn,85
8196,ES,GMT-05:00,85,2023-01-26,2023-01-26,142.0,1213.0,,,36.0,dceegurklzaqsrtqyhxbkgjkl,73
8197,US,GMT-05:00,9,2023-04-12,2023-04-12,1.0,2.0,0.0,0.0,0.0,voxicjijnahzeouijjdrnkqll,78
8198,DE,GMT+01:00,30,2023-03-22,2023-03-22,,,51.0,177.0,47.0,aqvslzntifhakjumjszjisvwx,84
8199,US,GMT-05:00,62,2023-02-18,2023-02-18,57.0,504.0,,190.0,,zzynkvmgberqcvjwsuhrdvwih,78
8200,GB,Europe/London,2290,2017-01-12,2023-04-19,10.0,15.0,,81.0,,wqcwjsjzcqigsgqmnxebocrnn,84
8201,US,GMT-06:00,0,2023-04-21,2023-04-21,8.0,,,33.0,144.0,mrcgadgsdrsirsilspnzkocad,87
8202,US,GMT-07:00,52,2023-02-28,2023-03-13,4.0,9.0,0.0,0.0,2.0,euinkzokqcpgdrrvimfhjhrrd,64
8203,US,Asia/Dubai,91,2023-01-20,2023-03-21,31.0,240.0,,228.0,207.0,lcmjdkcxpmjxtykrhzbtlmkqt,78
8204,DE,GMT+01:00,2217,2017-03-26,2023-02-22,,141.0,,,82.0,ufcmbtbdzurhjdkfodkpzzifc,74
8205,US,GMT+12:00,491,2021-12-16,2023-04-21,,242.0,294.0,14.0,,azhqbdlpxseftlbuzoxnuujdn,84
8206,GB,GMT+02:00,498,2021-12-09,2023-04-21,64.0,,67.0,,,zjbgovyfblzydxrnkfktytfzt,58
8207,ES,GMT+01:00,61,2023-02-19,2023-02-19,123.0,,22.0,19.0,,ybvpuewveeziulhsrrqlfuqcf,75
8208,IT,Europe/Rome,8,2023-04-13,2023-04-13,10.0,946.0,,,,zjuwsfdsrdshdnzrdgmiyprzd,77
8209,ES,GMT-05:00,789,2021-02-21,2023-04-20,59.0,,107.0,,,cplcgejdqepkdbtfpyffnydex,90
8210,US,GMT-05:00,52,2023-02-28,2023-03-09,11.0,71.0,4.0,2.0,4.0,djkwuvqryievehaoqcpelugut,73
8211,GB,Europe/London,262,2022-08-02,2023-04-15,42.0,78.0,,101.0,,biceblzpwgncgyyxndxwdizjl,76
8212,US,GMT-04:00,649,2021-07-11,2023-04-20,,179.0,41.0,190.0,123.0,yagurvfnvssjbegrufbzqrrbp,82
8213,US,GMT-03:00,87,2023-01-24,2023-01-24,3.0,,336.0,,104.0,uajkbounsymbywxigrimwdtor,66
8214,US,GMT-05:00,1943,2017-12-25,2023-01-23,,33.0,169.0,59.0,,mhivulojnxehafvycnmhjxgyd,75
8215,DE,GMT+02:00,181,2022-10-22,2023-04-21,,,106.0,,,uklvboopgbzcpdoqjifqpypif,66
8216,US,GMT-05:00,72,2023-02-08,2023-02-08,,,,54.0,81.0,qeoyrovcmvrxasclzowmctluw,90
8217,DE,GMT+02:00,1386,2019-07-05,2023-04-03,,150.0,,,,ckfkrkumauvekvvyttefvvfqd,65
8218,DE,GMT+02:00,1386,2019-07-05,2023-04-03,,171.0,409.0,131.0,,sbmlyutyqoktavpdvkkuqnjxm,68
8219,US,GMT+02:00,18,2023-04-03,2023-04-14,8.0,29.0,26.0,1.0,11.0,httgtoavhxjbsfyctdpdixzqy,85
8220,DE,GMT+02:00,416,2022-03-01,2023-03-29,,171.0,336.0,,67.0,mdfkrzkeqygkdcgcmirwaqupi,78
8221,US,GMT+08:00,74,2023-02-06,2023-02-06,,,231.0,54.0,,osmhdeejyxkpxrwwbnsavbroc,80
8222,US,GMT-05:00,54,2023-02-26,2023-02-26,,,,154.0,,rzbauetzkgjhurgzikgfeqqyf,81
8223,US,GMT+08:00,152,2022-11-20,2023-03-25,,342.0,,,161.0,nmvbqiqomfxwnlnqpevcqrkin,70
8224,IT,GMT+01:00,76,2023-02-04,2023-02-05,,285.0,16.0,131.0,,hgonnandebsrgbzzeuyoeuzqq,74
8225,US,America/New_York,326,2022-05-30,2023-02-25,45.0,172.0,223.0,,,cdrruhkzinhjqyliblbekyecf,76
8226,FR,GMT+01:00,82,2023-01-29,2023-02-03,259.0,,,58.0,,lmebymrrtdsiwyhlqrjkwbiug,61
8227,US,GMT-07:00,23,2023-03-29,2023-03-29,27.0,138.0,96.0,,,yzbaijcxenamyvofnkvgiiazr,67
8228,FR,GMT+01:00,6,2023-04-15,2023-04-15,,,,177.0,,klihbaqpzytapajlxkpveqxns,62
8229,FR,GMT+01:00,6,2023-04-15,2023-04-15,42.0,,,258.0,18.0,rawsnlbfrtdyntkfqtjmsifdn,70
8230,FR,GMT+01:00,6,2023-04-15,2023-04-15,,,278.0,,11.0,onyiixbvuczjcoqldayjasamg,71
8231,FR,GMT+01:00,6,2023-04-15,2023-04-15,26.0,,198.0,,37.0,vdavxtclkefzyuvljjjtddlse,82
8232,FR,GMT+01:00,6,2023-04-15,2023-04-15,,,85.0,,,mndtipuhqtpzvrytlmbrsztpl,76
8233,FR,GMT+01:00,6,2023-04-15,2023-04-15,37.0,,35.0,,38.0,djzuzsqaojgocmtrnggakwfxb,75
8234,FR,GMT+01:00,6,2023-04-15,2023-04-15,,,6.0,,40.0,nciqhniznnfdqhvwazlndjfmg,67
8235,FR,GMT+01:00,6,2023-04-15,2023-04-15,,23.0,,162.0,138.0,jqeqqimjuxqplstaunstbvpnz,73
8236,FR,GMT+01:00,6,2023-04-15,2023-04-15,44.0,,,,78.0,gojfknyutjfpenhqzvdascxzu,85
8237,FR,GMT+01:00,6,2023-04-15,2023-04-15,11.0,,,,94.0,gsqrqyewdexccnivglbcltyoz,67
8238,FR,GMT+01:00,9,2023-04-12,2023-04-12,,110.0,10.0,,,hildhtyyomsijmtorfpgbewag,66
8239,FR,GMT+01:00,9,2023-04-12,2023-04-12,33.0,32.0,,51.0,112.0,gcstjjzgbhbzyopgmrcrittno,80
8240,FR,GMT+01:00,9,2023-04-12,2023-04-12,,,22.0,44.0,18.0,rbhjqtybfmqwcfsvturykrdsr,73
8241,FR,GMT+01:00,9,2023-04-12,2023-04-12,,,,145.0,13.0,oybmruitcvqcovpqpsscizxts,84
8242,FR,GMT+01:00,9,2023-04-12,2023-04-12,57.0,43.0,,,41.0,lncxcngtbiymsecmjckwppifs,80
8243,FR,GMT+01:00,9,2023-04-12,2023-04-12,,3583.0,565.0,30.0,161.0,pvsavflexgkiwncvbunokvkcm,77
8244,FR,GMT+01:00,13,2023-04-08,2023-04-08,83.0,,140.0,130.0,315.0,tgrikyyilbfismbpmascgcpyq,65
8245,FR,GMT+01:00,13,2023-04-08,2023-04-08,26.0,31.0,,,662.0,fsrdwisncuzkevhoriblhvuvi,78
8246,FR,GMT+01:00,13,2023-04-08,2023-04-08,16.0,115.0,65.0,,,ealysfkqzyesbbqrnmnanbsge,66
8247,FR,GMT+01:00,13,2023-04-08,2023-04-08,210.0,,,20.0,120.0,gxycemxxzoimqghanonrwxbni,74
8248,FR,GMT+01:00,13,2023-04-08,2023-04-08,17.0,,409.0,,,iefsgnjhgczbeoeboarzdjlws,69
8249,FR,GMT+01:00,13,2023-04-08,2023-04-08,98.0,,21.0,,39.0,rjcnykpaqwkedthchhplrtbup,88
8250,FR,GMT+01:00,13,2023-04-08,2023-04-08,305.0,141.0,101.0,,286.0,umcgczndtqkrzfegimjwaffkw,68
8251,FR,GMT+01:00,13,2023-04-08,2023-04-08,,412.0,58.0,,,ryxunaizuvnexipleyvdoebvz,70
8252,FR,GMT+01:00,13,2023-04-08,2023-04-08,41.0,,,,,titnkgxmrhvdzrlgcphazrtvp,63
8253,FR,GMT+01:00,13,2023-04-08,2023-04-08,10.0,,55.0,,,ejpmbjlerwrnrpvftbmdiadpp,76
8254,FR,GMT+01:00,13,2023-04-08,2023-04-08,73.0,,,305.0,251.0,ikcyyarwldmxzsyvxnuyutxok,66
8255,FR,GMT+01:00,13,2023-04-08,2023-04-08,,44.0,,54.0,327.0,mhmazlysavtxkjrbmibjxthyl,72
8256,FR,GMT+01:00,13,2023-04-08,2023-04-08,149.0,,,,,vvztlbxiokrjgotyynyuufryw,74
8257,FR,GMT+01:00,13,2023-04-08,2023-04-08,,515.0,5.0,,,cziuyptmifkcvwfuorxxfqrnc,85
8258,FR,GMT+01:00,13,2023-04-08,2023-04-08,,110.0,1237.0,35.0,,praynmzkhrsbcsuyzwxvdsapc,73
8259,FR,GMT+01:00,13,2023-04-08,2023-04-08,30.0,,,,120.0,eowrqctwkugsuhdauisweldew,77
8260,FR,GMT+01:00,13,2023-04-08,2023-04-08,98.0,,121.0,,30.0,hcfocclzaizxyjszjzkxldaoz,77
8261,FR,GMT+01:00,13,2023-04-08,2023-04-08,,,,162.0,107.0,pgyduzklhzcowcfyvzlyvnacz,81
8262,FR,GMT+01:00,13,2023-04-08,2023-04-08,259.0,60.0,,,,mgszpexcrcmcniqjspuotcwzn,74
8263,FR,GMT+01:00,13,2023-04-08,2023-04-08,43.0,702.0,,,207.0,kaalnvlwfnlejodauwwymcnkp,74
8264,FR,GMT+01:00,13,2023-04-08,2023-04-08,224.0,,,534.0,0.0,ufcmbtbdzurhjdkfodkpzzifc,100
8265,FR,GMT+01:00,13,2023-04-08,2023-04-08,,217.0,43.0,,71.0,ifbwiwtldejbrggucoeyqjong,90
8266,FR,GMT+01:00,13,2023-04-08,2023-04-08,39.0,25.0,,88.0,,cqpyhytkckmvmvwvggxkacsyd,75
